"Count of Vehicles by Make ,Body Type and Colour as at  30th June 2020",,,,
MAKE_DESC,BODY_TYPE_DESC,YEAR_OF_MANUFACTURE,COLOUR_DESC,TOTAL
MERTZ MANUFACTURING,INDUSTRIAL TRAILER,2007,RED,2
MERTZ MANUFACTURING,INDUSTRIAL TRAILER,2009,RED,2
MERTZ MANUFACTURING,INDUSTRIAL TRAILER,2010,RED,5
MERTZ MANUFACTURING,INDUSTRIAL TRAILER,2011,GREY,2
MERTZ MANUFACTURING,INDUSTRIAL TRAILER,2011,MAROON,1
MERTZ MANUFACTURING,INDUSTRIAL TRAILER,2011,RED,11
MERTZ MANUFACTURING,INDUSTRIAL TRAILER,2012,GREY,1
MERTZ MANUFACTURING,INDUSTRIAL TRAILER,2012,RED,6
MERTZ MANUFACTURING,INDUSTRIAL TRAILER,2013,RED,7
MERTZ MANUFACTURING,INDUSTRIAL TRAILER,2014,GREY,1
MERTZ MANUFACTURING,INDUSTRIAL TRAILER,2014,RED,8
MERTZ MANUFACTURING,INDUSTRIAL TRAILER,2020,RED,3
MERTZ MANUFACTURING,SEMI TRAILER,2005,RED,1
MERTZ MANUFACTURING,TRUCK,2015,WHITE,1
MFJ NOMINEES,ANIMAL TRANSPORTER TRAILER,2011,WHITE,2
MFJ NOMINEES,BOAT TRAILER,2008,SILVER,1
MFJ NOMINEES,TRAILER,2008,BLACK,1
MFJ NOMINEES,TRAILER,2008,BLUE,1
MFJ NOMINEES,TRAILER,2008,GREY,5
MFJ NOMINEES,TRAILER,2008,RED,4
MFJ NOMINEES,TRAILER,2008,SILVER,1
MFJ NOMINEES,TRAILER,2009,BLACK,2
MFJ NOMINEES,TRAILER,2009,BLUE,2
MFJ NOMINEES,TRAILER,2009,GREY,2
MFJ NOMINEES,TRAILER,2009,RED,1
MFJ NOMINEES,TRAILER,2009,SILVER,2
MFJ NOMINEES,TRAILER,2010,BLACK,2
MFJ NOMINEES,TRAILER,2010,BLUE,3
MFJ NOMINEES,TRAILER,2010,GREEN,1
MFJ NOMINEES,TRAILER,2010,GREY,12
MFJ NOMINEES,TRAILER,2010,RED,1
MFJ NOMINEES,TRAILER,2010,WHITE,2
MFJ NOMINEES,TRAILER,2011,BLACK,2
MFJ NOMINEES,TRAILER,2011,BLUE,8
MFJ NOMINEES,TRAILER,2011,GREEN,6
MFJ NOMINEES,TRAILER,2011,GREY,12
MFJ NOMINEES,TRAILER,2011,RED,1
MFJ NOMINEES,TRAILER,2011,WHITE,3
MG,CHAUFFEURED VEHICLE,2019,SILVER,1
MG,SEDAN,1934,GREEN,1
MG,SEDAN,1938,RED,1
MG,SEDAN,1946,GREEN,1
MG,SEDAN,1947,BLACK,2
MG,SEDAN,1947,GREEN,2
MG,SEDAN,1947,RED,3
MG,SEDAN,1948,BLACK,1
MG,SEDAN,1948,GREEN,2
MG,SEDAN,1948,GREY,1
MG,SEDAN,1948,RED,1
MG,SEDAN,1948,SILVER,1
MG,SEDAN,1949,CREAM,2
MG,SEDAN,1949,GREEN,3
MG,SEDAN,1949,MAROON,1
MG,SEDAN,1949,RED,2
MG,SEDAN,1949,WHITE,1
MG,SEDAN,1949,YELLOW,1
MG,SEDAN,1950,CREAM,1
MG,SEDAN,1950,GREEN,2
MG,SEDAN,1950,RED,1
MG,SEDAN,1950,WHITE,1
MG,SEDAN,1951,GREEN,3
MG,SEDAN,1951,MAROON,1
MG,SEDAN,1951,RED,1
MG,SEDAN,1952,CREAM,1
MG,SEDAN,1953,GREEN,1
MG,SEDAN,1953,RED,2
MG,SEDAN,1953,YELLOW,1
MG,SEDAN,1954,BLACK,1
MG,SEDAN,1954,BROWN,1
MG,SEDAN,1954,CREAM,1
MG,SEDAN,1954,GREEN,2
MG,SEDAN,1954,GREY,1
MG,SEDAN,1955,BLUE,2
MG,SEDAN,1955,GREEN,1
MG,SEDAN,1955,GREY,1
MG,SEDAN,1955,RED,2
MG,SEDAN,1956,WHITE,1
MG,SEDAN,1957,CREAM,1
MG,SEDAN,1957,GOLD,1
MG,SEDAN,1957,GREEN,1
MG,SEDAN,1957,GREY,2
MG,SEDAN,1957,RED,3
MG,SEDAN,1958,GREEN,2
MG,SEDAN,1958,GREY,4
MG,SEDAN,1958,PINK,1
MG,SEDAN,1958,RED,5
MG,SEDAN,1958,WHITE,2
MG,SEDAN,1959,BLUE,1
MG,SEDAN,1959,GREY,1
MG,SEDAN,1959,RED,6
MG,SEDAN,1959,WHITE,1
MG,SEDAN,1960,RED,3
MG,SEDAN,1960,WHITE,2
MG,SEDAN,1961,GREEN,1
MG,SEDAN,1961,RED,3
MG,SEDAN,1963,BLUE,1
MG,SEDAN,1963,GREEN,2
MG,SEDAN,1963,RED,4
MG,SEDAN,1963,WHITE,2
MG,SEDAN,1964,GREEN,1
MG,SEDAN,1964,GREY,1
MG,SEDAN,1964,RED,2
MG,SEDAN,1964,WHITE,2
MG,SEDAN,1965,BLUE,1
MG,SEDAN,1965,RED,4
MG,SEDAN,1965,WHITE,2
MG,SEDAN,1965,YELLOW,1
MG,SEDAN,1966,BLUE,1
MG,SEDAN,1966,GREEN,4
MG,SEDAN,1966,RED,3
MG,SEDAN,1966,WHITE,1
MG,SEDAN,1967,BLUE,4
MG,SEDAN,1967,BROWN,1
MG,SEDAN,1967,CREAM,1
MG,SEDAN,1967,GREEN,6
MG,SEDAN,1967,ORANGE,1
MG,SEDAN,1967,RED,10
MG,SEDAN,1967,WHITE,7
MG,SEDAN,1968,BLUE,5
MG,SEDAN,1968,GREEN,7
MG,SEDAN,1968,MAROON,1
MG,SEDAN,1968,RED,7
MG,SEDAN,1968,SILVER,2
MG,SEDAN,1968,WHITE,3
MG,SEDAN,1968,YELLOW,1
MG,SEDAN,1969,BLUE,3
MG,SEDAN,1969,CREAM,1
MG,SEDAN,1969,GREEN,7
MG,SEDAN,1969,MAROON,1
MG,SEDAN,1969,RED,15
MG,SEDAN,1969,SILVER,1
MG,SEDAN,1969,WHITE,10
MG,SEDAN,1969,YELLOW,1
MG,SEDAN,1970,BLUE,1
MG,SEDAN,1970,GOLD,2
MG,SEDAN,1970,GREEN,10
MG,SEDAN,1970,MAROON,1
MG,SEDAN,1970,ORANGE,1
MG,SEDAN,1970,RED,6
MG,SEDAN,1970,WHITE,5
MG,SEDAN,1970,YELLOW,1
MG,SEDAN,1971,BLACK,1
MG,SEDAN,1971,BLUE,6
MG,SEDAN,1971,CREAM,1
MG,SEDAN,1971,GREEN,4
MG,SEDAN,1971,ORANGE,2
MG,SEDAN,1971,RED,9
MG,SEDAN,1971,SILVER,1
MG,SEDAN,1971,WHITE,4
MG,SEDAN,1971,YELLOW,3
MG,SEDAN,1972,BLUE,4
MG,SEDAN,1972,GOLD,2
MG,SEDAN,1972,GREEN,3
MG,SEDAN,1972,ORANGE,1
MG,SEDAN,1972,RED,5
MG,SEDAN,1972,SILVER,1
MG,SEDAN,1972,WHITE,1
MG,SEDAN,1972,YELLOW,1
MG,SEDAN,1973,BLUE,3
MG,SEDAN,1973,GOLD,3
MG,SEDAN,1973,GREEN,2
MG,SEDAN,1973,ORANGE,3
MG,SEDAN,1973,RED,2
MG,SEDAN,1973,WHITE,2
MG,SEDAN,1974,ORANGE,1
MG,SEDAN,1974,RED,4
MG,SEDAN,1974,WHITE,2
MG,SEDAN,1974,YELLOW,1
MG,SEDAN,1975,BLUE,1
MG,SEDAN,1975,GOLD,2
MG,SEDAN,1975,GREEN,2
MG,SEDAN,1975,RED,3
MG,SEDAN,1976,BLACK,1
MG,SEDAN,1976,BLUE,1
MG,SEDAN,1976,GREEN,1
MG,SEDAN,1976,MAROON,1
MG,SEDAN,1976,RED,2
MG,SEDAN,1976,YELLOW,1
MG,SEDAN,1977,BLUE,3
MG,SEDAN,1977,GREEN,3
MG,SEDAN,1978,BLUE,1
MG,SEDAN,1978,GREEN,1
MG,SEDAN,1978,RED,1
MG,SEDAN,1978,WHITE,1
MG,SEDAN,1979,BLACK,2
MG,SEDAN,1979,BLUE,2
MG,SEDAN,1979,RED,2
MG,SEDAN,1979,WHITE,1
MG,SEDAN,1980,ORANGE,1
MG,SEDAN,1986,BLUE,1
MG,SEDAN,1994,GREEN,2
MG,SEDAN,1994,RED,1
MG,SEDAN,1995,GREEN,3
MG,SEDAN,1996,GREEN,1
MG,SEDAN,1997,GREEN,3
MG,SEDAN,1997,PURPLE,1
MG,SEDAN,1997,RED,1
MG,SEDAN,1997,SILVER,1
MG,SEDAN,1997,WHITE,1
MG,SEDAN,1998,BLUE,1
MG,SEDAN,1998,GREEN,3
MG,SEDAN,1998,RED,1
MG,SEDAN,1998,SILVER,1
MG,SEDAN,1999,GREEN,2
MG,SEDAN,1999,SILVER,2
MG,SEDAN,2000,GOLD,1
MG,SEDAN,2000,GREEN,1
MG,SEDAN,2001,BLACK,2
MG,SEDAN,2001,BLUE,1
MG,SEDAN,2001,GREEN,2
MG,SEDAN,2001,MAROON,1
MG,SEDAN,2001,RED,2
MG,SEDAN,2001,SILVER,2
MG,SEDAN,2001,YELLOW,1
MG,SEDAN,2002,BLACK,1
MG,SEDAN,2002,BLUE,2
MG,SEDAN,2002,GREEN,6
MG,SEDAN,2002,SILVER,3
MG,SEDAN,2003,BLACK,2
MG,SEDAN,2003,BLUE,1
MG,SEDAN,2003,GREEN,5
MG,SEDAN,2003,GREY,1
MG,SEDAN,2003,RED,3
MG,SEDAN,2003,SILVER,2
MG,SEDAN,2003,YELLOW,1
MG,SEDAN,2004,BLACK,5
MG,SEDAN,2004,GREEN,1
MG,SEDAN,2004,GREY,6
MG,SEDAN,2004,SILVER,2
MG,SEDAN,2005,BLACK,3
MG,SEDAN,2005,BLUE,1
MG,SEDAN,2005,GREY,1
MG,SEDAN,2005,SILVER,3
MG,SEDAN,2012,ORANGE,1
MG,SEDAN,2012,SILVER,1
MG,SEDAN,2016,SILVER,2
MG,SEDAN,2017,BLUE,1
MG,SEDAN,2017,ORANGE,2
MG,SEDAN,2017,RED,1
MG,SEDAN,2017,WHITE,1
MG,SEDAN,2018,BLUE,12
MG,SEDAN,2018,ORANGE,2
MG,SEDAN,2018,RED,8
MG,SEDAN,2018,SILVER,10
MG,SEDAN,2018,WHITE,9
MG,SEDAN,2018,YELLOW,6
MG,SEDAN,2019,BLACK,28
MG,SEDAN,2019,BLUE,34
MG,SEDAN,2019,GREY,1
MG,SEDAN,2019,ORANGE,1
MG,SEDAN,2019,RED,41
MG,SEDAN,2019,SILVER,29
MG,SEDAN,2019,WHITE,46
MG,SEDAN,2019,YELLOW,34
MG,SEDAN,2020,BLACK,11
MG,SEDAN,2020,BLUE,9
MG,SEDAN,2020,RED,14
MG,SEDAN,2020,SILVER,7
MG,SEDAN,2020,WHITE,26
MG,SEDAN,2020,YELLOW,16
MG,STATION WAGON,2002,BLUE,1
MG,STATION WAGON,2002,GREEN,1
MG,STATION WAGON,2004,BLUE,1
MG,STATION WAGON,2016,BROWN,1
MG,STATION WAGON,2018,BLACK,21
MG,STATION WAGON,2018,BLUE,9
MG,STATION WAGON,2018,ORANGE,2
MG,STATION WAGON,2018,RED,14
MG,STATION WAGON,2018,SILVER,5
MG,STATION WAGON,2018,WHITE,18
MG,STATION WAGON,2019,BLACK,24
MG,STATION WAGON,2019,BLUE,20
MG,STATION WAGON,2019,ORANGE,7
MG,STATION WAGON,2019,RED,40
MG,STATION WAGON,2019,SILVER,32
MG,STATION WAGON,2019,WHITE,44
MG,STATION WAGON,2020,BLACK,18
MG,STATION WAGON,2020,BLUE,4
MG,STATION WAGON,2020,ORANGE,2
MG,STATION WAGON,2020,RED,9
MG,STATION WAGON,2020,SILVER,1
MG,STATION WAGON,2020,WHITE,17
MG,TIPPER VEHICLE,1977,WHITE,1
MG,TOURER,1929,GREEN,1
MG,TOURER,1932,GREEN,1
MG,TOURER,1933,GREEN,1
MG,TOURER,1934,BLUE,2
MG,TOURER,1934,GREEN,1
MG,TOURER,1934,RED,1
MG,TOURER,1938,BLUE,1
MG,TOURER,1938,GREEN,1
MG,TOURER,1939,MAROON,1
MG,TOURER,1939,WHITE,1
MG,TOURER,1940,RED,1
MG,TOURER,1945,GREEN,1
MG,TOURER,1946,BLACK,1
MG,TOURER,1946,RED,1
MG,TOURER,1947,CREAM,2
MG,TOURER,1947,GREEN,4
MG,TOURER,1947,RED,5
MG,TOURER,1947,WHITE,1
MG,TOURER,1947,YELLOW,1
MG,TOURER,1948,BLACK,4
MG,TOURER,1948,BLUE,2
MG,TOURER,1948,CREAM,1
MG,TOURER,1948,GREEN,9
MG,TOURER,1948,RED,8
MG,TOURER,1948,SILVER,1
MG,TOURER,1948,WHITE,1
MG,TOURER,1948,YELLOW,1
MG,TOURER,1949,BLACK,4
MG,TOURER,1949,CREAM,6
MG,TOURER,1949,GREEN,10
MG,TOURER,1949,GREY,2
MG,TOURER,1949,RED,9
MG,TOURER,1949,WHITE,1
MG,TOURER,1950,BLACK,2
MG,TOURER,1950,CREAM,1
MG,TOURER,1950,GREEN,4
MG,TOURER,1950,MAROON,1
MG,TOURER,1950,RED,5
MG,TOURER,1950,WHITE,1
MG,TOURER,1951,BLACK,1
MG,TOURER,1951,CREAM,3
MG,TOURER,1951,GREEN,2
MG,TOURER,1951,RED,2
MG,TOURER,1951,SILVER,1
MG,TOURER,1952,BLACK,1
MG,TOURER,1952,BLUE,1
MG,TOURER,1952,BROWN,1
MG,TOURER,1952,CREAM,3
MG,TOURER,1952,GOLD,1
MG,TOURER,1952,GREEN,1
MG,TOURER,1952,MAROON,1
MG,TOURER,1952,RED,2
MG,TOURER,1952,WHITE,1
MG,TOURER,1952,YELLOW,1
MG,TOURER,1953,BLACK,1
MG,TOURER,1953,CREAM,1
MG,TOURER,1953,GREEN,2
MG,TOURER,1953,RED,3
MG,TOURER,1954,BLACK,2
MG,TOURER,1954,CREAM,4
MG,TOURER,1954,GREEN,11
MG,TOURER,1954,MAROON,4
MG,TOURER,1954,RED,15
MG,TOURER,1954,WHITE,2
MG,TOURER,1955,BLUE,1
MG,TOURER,1955,CREAM,5
MG,TOURER,1955,GREEN,4
MG,TOURER,1955,PINK,1
MG,TOURER,1955,RED,11
MG,TOURER,1955,YELLOW,1
MG,TOURER,1956,GREEN,2
MG,TOURER,1956,RED,5
MG,TOURER,1956,WHITE,1
MG,TOURER,1957,BLACK,1
MG,TOURER,1957,CREAM,1
MG,TOURER,1957,RED,4
MG,TOURER,1957,WHITE,2
MG,TOURER,1958,CREAM,1
MG,TOURER,1958,GREEN,2
MG,TOURER,1958,RED,6
MG,TOURER,1958,WHITE,3
MG,TOURER,1959,BLACK,1
MG,TOURER,1959,BLUE,2
MG,TOURER,1959,GREEN,4
MG,TOURER,1959,MAROON,1
MG,TOURER,1959,RED,6
MG,TOURER,1959,SILVER,1
MG,TOURER,1959,WHITE,4
MG,TOURER,1960,CREAM,2
MG,TOURER,1960,GREEN,4
MG,TOURER,1960,PINK,1
MG,TOURER,1960,RED,16
MG,TOURER,1960,WHITE,6
MG,TOURER,1961,BLACK,1
MG,TOURER,1961,GREEN,3
MG,TOURER,1961,RED,4
MG,TOURER,1961,WHITE,4
MG,TOURER,1962,GREEN,6
MG,TOURER,1962,RED,5
MG,TOURER,1962,WHITE,3
MG,TOURER,1963,BLUE,1
MG,TOURER,1963,GREEN,2
MG,TOURER,1963,GREY,1
MG,TOURER,1963,RED,4
MG,TOURER,1963,WHITE,6
MG,TOURER,1964,BLACK,1
MG,TOURER,1964,BLUE,1
MG,TOURER,1964,GREEN,5
MG,TOURER,1964,MAROON,1
MG,TOURER,1964,RED,20
MG,TOURER,1964,WHITE,1
MG,TOURER,1965,BLACK,2
MG,TOURER,1965,GREEN,7
MG,TOURER,1965,RED,18
MG,TOURER,1965,WHITE,3
MG,TOURER,1966,BLUE,2
MG,TOURER,1966,GREEN,5
MG,TOURER,1966,PINK,1
MG,TOURER,1966,RED,20
MG,TOURER,1966,TURQUOISE,1
MG,TOURER,1966,WHITE,8
MG,TOURER,1966,YELLOW,3
MG,TOURER,1967,BLUE,9
MG,TOURER,1967,CREAM,1
MG,TOURER,1967,GREEN,14
MG,TOURER,1967,PINK,1
MG,TOURER,1967,RED,27
MG,TOURER,1967,SILVER,1
MG,TOURER,1967,WHITE,6
MG,TOURER,1968,BLACK,1
MG,TOURER,1968,BLUE,4
MG,TOURER,1968,GREEN,10
MG,TOURER,1968,MAROON,1
MG,TOURER,1968,ORANGE,1
MG,TOURER,1968,PINK,1
MG,TOURER,1968,RED,28
MG,TOURER,1968,WHITE,10
MG,TOURER,1968,YELLOW,7
MG,TOURER,1969,BLACK,2
MG,TOURER,1969,BLUE,8
MG,TOURER,1969,GREEN,22
MG,TOURER,1969,RED,44
MG,TOURER,1969,WHITE,19
MG,TOURER,1969,YELLOW,4
MG,TOURER,1970,BEIGE,1
MG,TOURER,1970,BLUE,11
MG,TOURER,1970,GOLD,5
MG,TOURER,1970,GREEN,12
MG,TOURER,1970,RED,37
MG,TOURER,1970,WHITE,13
MG,TOURER,1970,YELLOW,8
MG,TOURER,1971,BLUE,11
MG,TOURER,1971,GOLD,7
MG,TOURER,1971,GREEN,13
MG,TOURER,1971,ORANGE,3
MG,TOURER,1971,RED,28
MG,TOURER,1971,WHITE,14
MG,TOURER,1971,YELLOW,1
MG,TOURER,1972,BLACK,1
MG,TOURER,1972,BLUE,7
MG,TOURER,1972,BROWN,1
MG,TOURER,1972,GOLD,5
MG,TOURER,1972,GREEN,7
MG,TOURER,1972,ORANGE,5
MG,TOURER,1972,RED,18
MG,TOURER,1972,TURQUOISE,1
MG,TOURER,1972,WHITE,8
MG,TOURER,1972,YELLOW,8
MG,TOURER,1973,GOLD,1
MG,TOURER,1973,GREEN,2
MG,TOURER,1973,RED,8
MG,TOURER,1973,WHITE,2
MG,TOURER,1973,YELLOW,1
MG,TOURER,1974,BLUE,2
MG,TOURER,1974,BROWN,1
MG,TOURER,1974,GOLD,1
MG,TOURER,1974,GREEN,2
MG,TOURER,1974,MAROON,1
MG,TOURER,1974,ORANGE,2
MG,TOURER,1974,RED,11
MG,TOURER,1974,SILVER,1
MG,TOURER,1974,WHITE,1
MG,TOURER,1974,YELLOW,1
MG,TOURER,1975,ORANGE,1
MG,TOURER,1975,RED,7
MG,TOURER,1975,WHITE,3
MG,TOURER,1975,YELLOW,1
MG,TOURER,1976,GOLD,1
MG,TOURER,1976,GREEN,4
MG,TOURER,1976,RED,8
MG,TOURER,1976,TAN,1
MG,TOURER,1976,WHITE,4
MG,TOURER,1977,BLUE,4
MG,TOURER,1977,GREEN,1
MG,TOURER,1977,RED,9
MG,TOURER,1977,WHITE,1
MG,TOURER,1977,YELLOW,1
MG,TOURER,1978,BLUE,7
MG,TOURER,1978,GOLD,1
MG,TOURER,1978,GREEN,4
MG,TOURER,1978,RED,4
MG,TOURER,1978,WHITE,1
MG,TOURER,1978,YELLOW,2
MG,TOURER,1979,BLACK,14
MG,TOURER,1979,BLUE,2
MG,TOURER,1979,BROWN,1
MG,TOURER,1979,GREEN,3
MG,TOURER,1979,ORANGE,2
MG,TOURER,1979,RED,5
MG,TOURER,1979,WHITE,1
MG,TOURER,1979,YELLOW,3
MG,TOURER,1980,BLACK,2
MG,TOURER,1980,ORANGE,1
MG,TOURER,1980,YELLOW,3
MG,TOURER,1994,GREEN,2
MG,TOURER,1994,RED,1
MG,TOURER,1995,GREEN,2
MG,TOURER,1996,GREEN,1
MG,TOURER,1997,BLUE,1
MG,TOURER,1997,GREEN,7
MG,TOURER,1997,GREY,4
MG,TOURER,1997,PURPLE,1
MG,TOURER,1997,RED,3
MG,TOURER,1997,SILVER,1
MG,TOURER,1997,WHITE,1
MG,TOURER,1998,GOLD,2
MG,TOURER,1998,GREEN,8
MG,TOURER,1998,PURPLE,1
MG,TOURER,1998,RED,4
MG,TOURER,1998,SILVER,2
MG,TOURER,1999,GREEN,2
MG,TOURER,1999,MAROON,1
MG,TOURER,1999,SILVER,1
MG,TOURER,2000,BLUE,3
MG,TOURER,2000,GREEN,1
MG,TOURER,2000,SILVER,1
MG,TOURER,2001,BLUE,2
MG,TOURER,2001,GOLD,1
MG,TOURER,2001,GREEN,4
MG,TOURER,2001,GREY,1
MG,TOURER,2001,RED,1
MG,TOURER,2001,SILVER,2
MG,TOURER,2002,BLACK,1
MG,TOURER,2002,BLUE,1
MG,TOURER,2002,GREEN,1
MG,TOURER,2002,GREY,2
MG,TOURER,2002,RED,1
MG,TOURER,2002,SILVER,1
MG,TOURER,2003,BLACK,1
MG,TOURER,2003,GREEN,3
MG,TOURER,2003,GREY,2
MG,TOURER,2004,GREEN,1
MG,TOURER,2004,SILVER,1
MGTBC ENG,LEAD TRAILER,1995,BLACK,1
MGTBC ENG,SEMI TRAILER,2000,RED,1
MGTBC ENG,SEMI TRAILER,2002,GREY,1
MGTBC ENG,SEMI TRAILER,2005,BLACK,1
MGTBC ENG,SEMI TRAILER,2007,PURPLE,1
MGTBC ENG,TRAILER,2000,BLACK,1
MGTBC ENG,TRAILER,2000,GREEN,1
MGTBC ENG,TRAILER,2007,BLUE,1
MGTBC ENG,TRAILER,2007,GREY,1
MGTBC ENG,TRAILER,2014,BLUE,1
MGTBC ENG,TRAILER,2014,GREEN,1
MGTBC ENG,TRAILER,2015,BLACK,1
MGTBC ENG,TRAILER,2015,GREY,2
MGTBC ENG,TRAILER,2015,RED,2
MGTBC ENG,TRAILER,2015,SILVER,3
MGTBC ENG,TRAILER,2016,BLACK,1
MICHIGAN,EARTH MOVING VEHICLE,1964,YELLOW,1
MICHIGAN,LAND IMPLEMENT VEHICLE,1985,YELLOW,1
MICHIGAN,STATION WAGON,2016,WHITE,1
MICHIGAN,TRACTOR,1960,YELLOW,1
MICHIGAN,TRACTOR,1964,YELLOW,1
MICHIGAN,TRACTOR,1967,YELLOW,1
MICHIGAN,TRACTOR,1970,YELLOW,2
MICHIGAN,TRACTOR,1977,YELLOW,1
MICHIGAN,TRACTOR,1981,YELLOW,1
MICHIGAN,TRAILER,2005,WHITE,1
MICHIGAN,TRAILER,2011,SILVER,1
MID NORTH MANUF,ANIMAL TRANSPORTER TRAILER,2010,BLACK,1
MID NORTH MANUF,DOLLY TRAILER,2000,RED,1
MID NORTH MANUF,DOLLY TRAILER,2001,BLUE,1
MID NORTH MANUF,DOLLY TRAILER,2005,RED,1
MID NORTH MANUF,DOLLY TRAILER,2018,RED,1
MID NORTH MANUF,LEAD TRAILER,2002,RED,1
MID NORTH MANUF,NOT RECORDED-COMM TRL,2008,RED,1
MID NORTH MANUF,SEMI TRAILER,1997,BLUE,1
MID NORTH MANUF,SEMI TRAILER,2000,WHITE,2
MID NORTH MANUF,SEMI TRAILER,2001,SILVER,1
MID NORTH MANUF,SEMI TRAILER,2001,WHITE,2
MID NORTH MANUF,SEMI TRAILER,2002,WHITE,1
MID NORTH MANUF,SEMI TRAILER,2015,WHITE,1
MID NORTH MANUF,TIPPER TRAILER,2002,CREAM,1
MID NORTH MANUF,TIPPER TRAILER,2003,WHITE,1
MID NORTH MANUF,TIPPER TRAILER,2005,WHITE,1
MID NORTH MANUF,TRAILER,2005,BLUE,2
MID NORTH MANUF,TRAILER,2006,GREY,1
MID NORTH MANUF,TRAILER,2007,GREY,1
MID NORTH MANUF,TRAILER,2008,GREY,1
MID NORTH MANUF,TRAILER,2010,BLUE,1
MID NORTH MANUF,TRAILER,2010,BROWN,1
MID NORTH MANUF,TRAILER,2010,GREY,1
MID NORTH MANUF,TRAILER,2010,RED,1
MID NORTH MANUF,TRAILER,2010,WHITE,1
MID NORTH MANUF,TRAILER,2012,GREY,1
MID NORTH MANUF,TRAILER,2013,GREY,1
MID NORTH MANUF,TRAILER,2015,GREY,1
MIEGEL BROS,BOAT TRAILER,2004,SILVER,1
MIEGEL BROS,BOAT TRAILER,2005,WHITE,1
MIEGEL BROS,BOAT TRAILER,2015,GREY,1
MIEGEL BROS,BOAT TRAILER,2016,GREY,2
MIEGEL BROS,DOLLY TRAILER,2014,BLUE,1
MIEGEL BROS,DOLLY TRAILER,2017,BLUE,1
MIEGEL BROS,HONEY EXTRACTOR,2002,WHITE,1
MIEGEL BROS,HONEY EXTRACTOR,2017,WHITE,1
MIEGEL BROS,INDUSTRIAL TRAILER,2008,GREY,1
MIEGEL BROS,INDUSTRIAL TRAILER,2016,GREY,1
MIEGEL BROS,LOW LOADER,2015,GREY,1
MIEGEL BROS,LOW LOADER,2015,SILVER,1
MIEGEL BROS,PIG TRAILER,2002,WHITE,1
MIEGEL BROS,PIG TRAILER,2012,WHITE,1
MIEGEL BROS,PIG TRAILER,2015,WHITE,1
MIEGEL BROS,TANKER TRAILER,2005,SILVER,1
MIEGEL BROS,TANKER TRAILER,2006,SILVER,1
MIEGEL BROS,TANKER TRAILER,2009,SILVER,1
MIEGEL BROS,TANKER TRAILER,2013,SILVER,3
MIEGEL BROS,TANKER TRAILER,2013,WHITE,1
MIEGEL BROS,TANKER TRAILER,2014,GREY,1
MIEGEL BROS,TANKER TRAILER,2014,SILVER,2
MIEGEL BROS,TANKER TRAILER,2015,SILVER,1
MIEGEL BROS,TANKER TRAILER,2016,GREY,1
MIEGEL BROS,TANKER TRAILER,2016,SILVER,6
MIEGEL BROS,TANKER TRAILER,2017,GREY,2
MIEGEL BROS,TANKER TRAILER,2017,SILVER,3
MIEGEL BROS,TIPPER TRAILER,1999,BLUE,1
MIEGEL BROS,TIPPER TRAILER,2006,BLUE,1
MIEGEL BROS,TIPPER TRAILER,2006,GREY,1
MIEGEL BROS,TIPPER TRAILER,2006,MAROON,1
MIEGEL BROS,TIPPER TRAILER,2006,SILVER,4
MIEGEL BROS,TIPPER TRAILER,2007,SILVER,3
MIEGEL BROS,TIPPER TRAILER,2009,BLUE,1
MIEGEL BROS,TIPPER TRAILER,2010,GREY,1
MIEGEL BROS,TIPPER TRAILER,2010,SILVER,1
MIEGEL BROS,TIPPER TRAILER,2011,SILVER,1
MIEGEL BROS,TIPPER TRAILER,2014,GREY,5
MIEGEL BROS,TIPPER TRAILER,2014,SILVER,1
MIEGEL BROS,TIPPER TRAILER,2014,WHITE,1
MIEGEL BROS,TIPPER TRAILER,2015,GREY,9
MIEGEL BROS,TIPPER TRAILER,2015,SILVER,4
MIEGEL BROS,TIPPER TRAILER,2016,GREY,8
MIEGEL BROS,TIPPER TRAILER,2016,SILVER,3
MIEGEL BROS,TIPPER TRAILER,2017,BLUE,1
MIEGEL BROS,TIPPER TRAILER,2017,GREY,14
MIEGEL BROS,TRAILER,1996,BLUE,1
MIEGEL BROS,TRAILER,1996,GREEN,3
MIEGEL BROS,TRAILER,1996,SILVER,1
MIEGEL BROS,TRAILER,1997,BLACK,1
MIEGEL BROS,TRAILER,1997,BLUE,21
MIEGEL BROS,TRAILER,1997,BROWN,1
MIEGEL BROS,TRAILER,1997,GREEN,3
MIEGEL BROS,TRAILER,1997,GREY,8
MIEGEL BROS,TRAILER,1997,SILVER,5
MIEGEL BROS,TRAILER,1998,BLUE,39
MIEGEL BROS,TRAILER,1998,GREEN,3
MIEGEL BROS,TRAILER,1998,GREY,12
MIEGEL BROS,TRAILER,1998,SILVER,1
MIEGEL BROS,TRAILER,1999,BLUE,20
MIEGEL BROS,TRAILER,1999,GREEN,12
MIEGEL BROS,TRAILER,1999,GREY,10
MIEGEL BROS,TRAILER,1999,RED,2
MIEGEL BROS,TRAILER,1999,SILVER,6
MIEGEL BROS,TRAILER,1999,WHITE,2
MIEGEL BROS,TRAILER,1999,YELLOW,1
MIEGEL BROS,TRAILER,2000,BLUE,14
MIEGEL BROS,TRAILER,2000,GREEN,14
MIEGEL BROS,TRAILER,2000,GREY,3
MIEGEL BROS,TRAILER,2000,SILVER,12
MIEGEL BROS,TRAILER,2000,WHITE,2
